ID,TYPE,X,Y,Z,ORDERPARAMETER,NORMALIZED X, NORMALIZED Y, NORMALIZED Z, NORMALIZED OP, CN
328,2,11.983200,-82.797302,3.906080,34.357319,-0.735696,-0.913771,-0.866666,0.998178,12
136,2,13.815500,-86.412903,3.906080,34.383278,-0.695222,-0.953814,-0.866666,0.998932,12
163,2,15.623300,-85.494400,1.881080,19.974297,-0.655288,-0.943641,-0.999999,0.580310,7
168,2,17.417400,-84.629402,3.906080,31.500275,-0.615657,-0.934062,-0.866666,0.915172,11
354,2,16.512100,-82.796303,1.881080,22.893776,-0.635655,-0.913760,-0.999999,0.665129,8
357,2,14.700300,-83.700897,3.906080,34.353436,-0.675677,-0.923778,-0.866666,0.998065,12
162,2,18.344299,-86.412201,1.881080,22.932545,-0.595182,-0.953806,-0.999999,0.666256,8
194,2,21.945999,-84.628502,1.881080,20.057949,-0.515622,-0.934052,-0.999999,0.582740,7
195,2,19.229000,-83.699997,1.881080,22.899282,-0.575640,-0.923768,-0.999999,0.665289,8
197,2,20.152000,-85.493599,3.906080,28.538570,-0.555251,-0.943633,-0.866666,0.829126,10
200,2,21.040701,-82.795303,3.906080,34.357876,-0.535620,-0.913749,-0.866666,0.998194,12
650,2,2.009580,-80.990501,1.881080,20.040028,-0.956010,-0.893761,-0.999999,0.582220,7
652,2,0.200463,-81.900398,3.906080,17.181149,-0.995972,-0.903838,-0.866666,0.499161,6
654,2,1.096340,-79.181099,3.906080,25.778395,-0.976183,-0.873721,-0.866666,0.748936,9
675,2,2.904600,-78.274803,1.881080,22.910093,-0.936239,-0.863684,-0.999999,0.665603,8
677,2,3.817990,-80.085197,3.906080,34.364563,-0.916062,-0.883734,-0.866666,0.998388,12
483,2,4.729490,-81.899902,1.881080,22.925682,-0.895928,-0.903832,-0.999999,0.666056,8
488,2,6.538650,-80.989899,3.906080,34.363262,-0.855964,-0.893754,-0.866666,0.998350,12
515,2,8.347090,-80.084503,1.881080,22.908039,-0.816017,-0.883727,-0.999999,0.665544,8
674,2,5.625450,-79.180496,1.881080,22.913750,-0.876136,-0.873715,-0.999999,0.665709,8
709,2,7.433760,-78.274101,3.906080,34.365761,-0.836192,-0.863676,-0.866666,0.998423,12
517,2,9.258530,-81.899101,3.906080,34.375351,-0.795883,-0.903823,-0.866666,0.998702,12
514,2,11.067700,-80.988998,1.881080,22.907475,-0.755919,-0.893744,-0.999999,0.665527,8
520,2,10.154600,-79.179703,3.906080,34.368427,-0.776089,-0.873706,-0.866666,0.998500,12
547,2,11.962900,-78.273003,1.881080,22.910328,-0.736145,-0.863664,-0.999999,0.665610,8
549,2,12.876100,-80.083504,3.906080,34.364861,-0.715973,-0.883716,-0.866666,0.998397,12
355,2,13.787500,-81.898201,1.881080,22.925869,-0.695840,-0.903813,-0.999999,0.666062,8
360,2,15.596600,-80.987900,3.906080,34.363598,-0.655878,-0.893732,-0.866666,0.998360,12
387,2,17.405001,-80.082298,1.881080,22.908352,-0.615931,-0.883702,-0.999999,0.665553,8
546,2,14.683600,-79.178596,1.881080,22.913935,-0.676046,-0.873694,-0.999999,0.665715,8
581,2,16.491800,-78.271797,3.906080,34.365929,-0.636103,-0.863651,-0.866666,0.998428,12
389,2,18.316299,-81.897102,3.906080,34.376087,-0.595801,-0.903801,-0.866666,0.998723,12
386,2,20.125401,-80.986801,1.881080,22.907869,-0.555838,-0.893720,-0.999999,0.665539,8
392,2,19.212400,-79.177299,3.906080,34.368916,-0.576006,-0.873679,-0.866666,0.998515,12
418,2,21.020599,-78.270500,1.881080,22.910618,-0.536064,-0.863636,-0.999999,0.665618,8
420,2,21.933701,-80.081100,3.906080,34.365181,-0.515894,-0.883689,-0.866666,0.998406,12
857,2,0.183582,-77.369598,1.881080,11.455399,-0.996345,-0.853659,-0.999999,0.332812,4
866,2,3.799710,-75.558502,1.881080,22.910719,-0.916466,-0.833601,-0.999999,0.665621,8
867,2,1.078600,-74.653397,1.881080,17.181101,-0.976575,-0.823577,-0.999999,0.499160,6
869,2,1.991560,-76.464203,3.906080,31.498718,-0.956408,-0.843632,-0.866666,0.915127,11
872,2,2.886730,-73.747803,3.906080,34.366077,-0.936634,-0.813547,-0.866666,0.998432,12
680,2,4.712740,-77.369202,3.906080,34.365955,-0.896298,-0.853655,-0.866666,0.998429,12
707,2,6.520780,-76.463600,1.881080,22.911341,-0.856359,-0.843625,-0.999999,0.665640,8
712,2,8.328970,-75.557701,3.906080,34.366192,-0.816417,-0.833592,-0.866666,0.998435,12
898,2,7.416070,-73.747101,1.881080,22.910910,-0.836582,-0.813540,-0.999999,0.665627,8
901,2,5.607880,-74.652802,3.906080,34.366123,-0.876525,-0.823570,-0.866666,0.998433,12
706,2,9.241930,-77.368301,1.881080,22.910675,-0.796250,-0.853645,-0.999999,0.665620,8
738,2,12.858200,-75.556503,1.881080,22.910746,-0.716368,-0.833579,-0.999999,0.665622,8
739,2,10.137200,-74.651802,1.881080,22.910931,-0.776474,-0.823559,-0.999999,0.665628,8
741,2,11.050000,-76.462601,3.906080,34.366749,-0.756310,-0.843614,-0.866666,0.998452,12
744,2,11.945400,-73.745903,3.906080,34.366344,-0.736531,-0.813526,-0.866666,0.998440,12
552,2,13.771000,-77.367203,3.906080,34.366154,-0.696205,-0.853632,-0.866666,0.998434,12
579,2,15.579000,-76.461304,1.881080,22.911592,-0.656267,-0.843600,-0.999999,0.665647,8
584,2,17.387199,-75.555099,3.906080,34.366592,-0.616324,-0.833563,-0.866666,0.998447,12
770,2,16.474501,-73.744400,1.881080,22.911345,-0.636485,-0.813510,-0.999999,0.665640,8
773,2,14.666300,-74.650497,3.906080,34.366356,-0.676428,-0.823545,-0.866666,0.998440,12
578,2,18.299900,-77.365799,1.881080,22.910889,-0.596163,-0.853617,-0.999999,0.665626,8
610,2,21.915899,-75.553497,1.881080,22.911209,-0.516287,-0.833546,-0.999999,0.665636,8
611,2,19.195299,-74.648903,1.881080,22.911144,-0.576384,-0.823527,-0.999999,0.665634,8
613,2,20.107901,-76.459801,3.906080,34.367134,-0.556225,-0.843583,-0.866666,0.998463,12
616,2,21.003401,-73.742699,3.906080,34.366817,-0.536444,-0.813491,-0.866666,0.998454,12
1066,2,1.973750,-71.937103,1.881080,20.042801,-0.956801,-0.793494,-0.999999,0.582300,7
1068,2,0.165581,-72.842598,3.906080,17.182949,-0.996743,-0.803522,-0.866666,0.499213,6
1070,2,1.060740,-70.126503,3.906080,25.774208,-0.976969,-0.773441,-0.866666,0.748814,9
1093,2,3.781970,-71.031601,3.906080,34.365784,-0.916858,-0.783465,-0.866666,0.998424,12
899,2,4.694930,-72.842201,1.881080,22.910641,-0.896691,-0.803518,-0.999999,0.665619,8
904,2,6.503170,-71.936501,3.906080,34.365925,-0.856748,-0.793487,-0.866666,0.998428,12
931,2,8.311450,-71.030701,1.881080,22.910789,-0.816804,-0.783455,-0.999999,0.665623,8
1090,2,5.590240,-70.125999,1.881080,22.910616,-0.876914,-0.773436,-0.999999,0.665618,8
933,2,9.224310,-72.841301,3.906080,34.366203,-0.796639,-0.803508,-0.866666,0.998436,12
930,2,11.032600,-71.935303,1.881080,22.910814,-0.756695,-0.793474,-0.999999,0.665624,8
936,2,10.119800,-70.124901,3.906080,34.366096,-0.776858,-0.773424,-0.866666,0.998433,12
965,2,12.840900,-71.029297,3.906080,34.366188,-0.716750,-0.783440,-0.866666,0.998435,12
771,2,13.753600,-72.839897,1.881080,22.910934,-0.696589,-0.803492,-0.999999,0.665628,8
776,2,15.561800,-71.933800,3.906080,34.366596,-0.656646,-0.793457,-0.866666,0.998447,12
803,2,17.370100,-71.027496,1.881080,22.911148,-0.616702,-0.783420,-0.999999,0.665634,8
962,2,14.649200,-70.123199,1.881080,22.910988,-0.676805,-0.773405,-0.999999,0.665629,8
805,2,18.282700,-72.838203,3.906080,34.366760,-0.596543,-0.803474,-0.866666,0.998452,12
802,2,20.090799,-71.931900,1.881080,22.911318,-0.556603,-0.793436,-0.999999,0.665639,8
808,2,19.178301,-70.121201,3.906080,34.366596,-0.576759,-0.773383,-0.866666,0.998447,12
836,2,21.899000,-71.025497,3.906080,34.367016,-0.516660,-0.783398,-0.866666,0.998459,12
1091,2,2.868990,-69.221001,1.881080,22.910477,-0.937026,-0.763413,-0.999999,0.665614,8
1257,2,0.147717,-68.315804,1.881080,11.455153,-0.997137,-0.753388,-0.999999,0.332805,4
1266,2,3.764320,-66.504997,1.881080,22.910423,-0.917248,-0.733333,-0.999999,0.665613,8
1267,2,1.042950,-65.599899,1.881080,17.180481,-0.977362,-0.723309,-0.999999,0.499142,6
1269,2,1.955980,-67.410500,3.906080,31.497635,-0.957194,-0.743362,-0.866666,0.915096,11
1096,2,4.677300,-68.315498,3.906080,34.365772,-0.897081,-0.753385,-0.866666,0.998423,12
1123,2,6.485670,-67.409798,1.881080,22.910557,-0.857135,-0.743354,-0.999999,0.665617,8
1125,2,7.398570,-69.220299,3.906080,34.365967,-0.836969,-0.763405,-0.866666,0.998429,12
1128,2,8.294090,-66.504097,3.906080,34.365856,-0.817187,-0.733323,-0.866666,0.998426,12
1301,2,5.572730,-65.599503,3.906080,34.365597,-0.877301,-0.723305,-0.866666,0.998418,12
1122,2,9.206940,-68.314400,1.881080,22.910746,-0.797023,-0.753372,-0.999999,0.665622,8
963,2,11.928100,-69.218903,1.881080,22.910824,-0.736913,-0.763390,-0.999999,0.665624,8
1154,2,12.823800,-66.502403,1.881080,22.910868,-0.717128,-0.733304,-0.999999,0.665626,8
1155,2,10.102600,-65.598198,1.881080,22.910664,-0.777238,-0.723290,-0.999999,0.665620,8
1157,2,11.015400,-67.408501,3.906080,34.366085,-0.757075,-0.743339,-0.866666,0.998432,12
968,2,13.736500,-68.312798,3.906080,34.366306,-0.696967,-0.753355,-0.866666,0.998439,12
995,2,15.544900,-67.406601,1.881080,22.911020,-0.657020,-0.743318,-0.999999,0.665630,8
997,2,16.457500,-69.217003,3.906080,34.366375,-0.636861,-0.763369,-0.866666,0.998441,12
1000,2,17.353300,-66.500198,3.906080,34.366463,-0.617073,-0.733280,-0.866666,0.998443,12
1189,2,14.632300,-65.596199,3.906080,34.366280,-0.677179,-0.723268,-0.866666,0.998438,12
994,2,18.265800,-68.310699,1.881080,22.911015,-0.596916,-0.753331,-0.999999,0.665630,8
834,2,20.986500,-69.214798,1.881080,22.911335,-0.536817,-0.763344,-0.999999,0.665639,8
1026,2,21.882401,-66.497704,1.881080,22.911266,-0.517027,-0.733252,-0.999999,0.665637,8
1027,2,19.161699,-65.593803,1.881080,22.911236,-0.577126,-0.723242,-0.999999,0.665636,8
1029,2,20.074100,-67.404198,3.906080,34.366554,-0.556972,-0.743292,-0.866666,0.998446,12
1272,2,2.851310,-64.694603,3.906080,34.365597,-0.937416,-0.713283,-0.866666,0.998418,12
1378,2,1.938250,-62.884102,1.881080,20.042089,-0.957585,-0.693232,-0.999999,0.582280,7
1382,2,1.025140,-61.073700,3.906080,25.773214,-0.977755,-0.673181,-0.866666,0.748785,9
1403,2,3.746720,-61.978802,3.906080,34.365196,-0.917637,-0.683205,-0.866666,0.998407,12
1380,2,0.129872,-63.789398,3.906080,17.182682,-0.997532,-0.703258,-0.866666,0.499206,6
1298,2,7.381200,-64.693802,1.881080,22.910427,-0.837353,-0.713274,-0.999999,0.665613,8
1299,2,4.659750,-63.789101,1.881080,22.910358,-0.897468,-0.703255,-0.999999,0.665611,8
1304,2,6.468260,-62.883598,3.906080,34.365498,-0.857519,-0.693226,-0.866666,0.998415,12
1331,2,8.276840,-61.977901,1.881080,22.910425,-0.817568,-0.683195,-0.999999,0.665613,8
1402,2,5.555260,-61.073399,1.881080,22.910160,-0.877687,-0.673178,-0.999999,0.665605,8
1333,2,9.189720,-63.787998,3.906080,34.365757,-0.797403,-0.703242,-0.866666,0.998423,12
1160,2,11.911100,-64.692200,3.906080,34.365982,-0.737289,-0.713256,-0.866666,0.998429,12
1330,2,10.998300,-62.882000,1.881080,22.910494,-0.757452,-0.693208,-0.999999,0.665615,8
1336,2,10.085500,-61.071999,3.906080,34.365635,-0.777616,-0.673163,-0.866666,0.998419,12
1363,2,12.806900,-61.975899,3.906080,34.365711,-0.717501,-0.683173,-0.866666,0.998421,12
1187,2,13.719600,-63.785999,1.881080,22.910711,-0.697340,-0.703220,-0.999999,0.665621,8
1186,2,16.440701,-64.689903,1.881080,22.910957,-0.637232,-0.713231,-0.999999,0.665628,8
1192,2,15.528200,-62.879700,3.906080,34.366093,-0.657389,-0.693183,-0.866666,0.998433,12
1219,2,17.336800,-61.973301,1.881080,22.910931,-0.617437,-0.683144,-0.999999,0.665628,8
1362,2,14.615600,-61.069698,1.881080,22.910606,-0.677548,-0.673137,-0.999999,0.665618,8
1221,2,18.249201,-63.783501,3.906080,34.366535,-0.597283,-0.703192,-0.866666,0.998445,12
1032,2,20.970100,-64.687202,3.906080,34.366821,-0.537179,-0.713201,-0.866666,0.998454,12
1218,2,20.057699,-62.876801,1.881080,22.911213,-0.557334,-0.693151,-0.999999,0.665636,8
1224,2,19.145300,-61.066601,3.906080,34.366535,-0.577488,-0.673103,-0.866666,0.998445,12
1250,2,21.866199,-61.970100,3.906080,34.366753,-0.517385,-0.683109,-0.866666,0.998452,12
237,2,1.909370,-90.581497,5.931080,8.154812,-0.958223,-0.999981,-0.733333,0.236920,3
239,2,0.087414,-90.579102,7.956090,8.066979,-0.998469,-0.999955,-0.599999,0.234369,3
241,2,1.132320,-88.177597,7.956090,19.485350,-0.975388,-0.973358,-0.599999,0.566105,7
263,2,2.925430,-87.389297,5.931080,22.683773,-0.935779,-0.964627,-0.733333,0.659028,8
265,2,3.706880,-89.106598,7.956090,16.489422,-0.918517,-0.983647,-0.599999,0.479065,6
83,2,4.616180,-90.578499,5.931080,16.100750,-0.898431,-0.999948,-0.733333,0.467773,6
86,2,6.438210,-90.580902,7.956090,8.154940,-0.858183,-0.999975,-0.599999,0.236924,3
103,2,8.235830,-89.105904,5.931080,16.489357,-0.818474,-0.983639,-0.733333,0.479063,6
262,2,5.661230,-88.177101,5.931080,22.332615,-0.875346,-0.973352,-0.733333,0.648826,8
297,2,7.454360,-87.388603,7.956090,22.683975,-0.835737,-0.964620,-0.599999,0.659034,8
105,2,9.145050,-90.577797,7.956090,16.100780,-0.798390,-0.999940,-0.599999,0.467773,6
102,2,10.967100,-90.580299,5.931080,8.154927,-0.758142,-0.999968,-0.733333,0.236924,3
108,2,10.190200,-88.176399,7.956090,22.332788,-0.775303,-0.973345,-0.599999,0.648831,8
135,2,11.983300,-87.387901,5.931080,22.683926,-0.735694,-0.964612,-0.733333,0.659032,8
137,2,12.764800,-89.105301,7.956090,16.489609,-0.718431,-0.983632,-0.599999,0.479070,6
11,2,13.673900,-90.577202,5.931080,16.100681,-0.698349,-0.999934,-0.733333,0.467771,6
14,2,15.495900,-90.579903,7.956090,8.154963,-0.658102,-0.999964,-0.599999,0.236925,3
31,2,17.293501,-89.104698,5.931080,16.490004,-0.618394,-0.983626,-0.733333,0.479081,6
134,2,14.719000,-88.175697,5.931080,22.332874,-0.675264,-0.973337,-0.733333,0.648833,8
169,2,16.512100,-87.387100,7.956090,22.683941,-0.635655,-0.964603,-0.599999,0.659033,8
33,2,18.202801,-90.576599,7.956090,16.100788,-0.598308,-0.999927,-0.599999,0.467774,6
30,2,20.024700,-90.579597,5.931080,8.154627,-0.558063,-0.999960,-0.733333,0.236915,3
36,2,19.247700,-88.175003,7.956090,22.332708,-0.575226,-0.973329,-0.599999,0.648829,8
61,2,21.040701,-87.386398,5.931080,22.683718,-0.535620,-0.964595,-0.733333,0.659026,8
63,2,21.822100,-89.104202,7.956090,16.490496,-0.518359,-0.983620,-0.599999,0.479096,6
442,2,0.228692,-86.415001,5.931080,17.116646,-0.995349,-0.953837,-0.733333,0.497287,6
454,2,3.830620,-84.631699,5.931080,31.499977,-0.915784,-0.934087,-0.733333,0.915164,11
455,2,1.113340,-83.703102,5.931080,25.746403,-0.975807,-0.923803,-0.733333,0.748006,9
457,2,2.036530,-85.496597,7.956090,25.670069,-0.955414,-0.943666,-0.599999,0.745788,9
460,2,2.925180,-82.798798,7.956090,34.357014,-0.935784,-0.913787,-0.599999,0.998169,12
268,2,4.757630,-86.414398,7.956090,34.383141,-0.895306,-0.953830,-0.599999,0.998928,12
295,2,6.565500,-85.496002,5.931080,28.538469,-0.855371,-0.943659,-0.733333,0.829124,10
300,2,8.359620,-84.630997,7.956090,31.500057,-0.815740,-0.934079,-0.599999,0.915166,11
486,2,7.454210,-82.798103,5.931080,34.357056,-0.835740,-0.913780,-0.733333,0.998170,12
489,2,5.642340,-83.702599,7.956090,34.353149,-0.875763,-0.923797,-0.599999,0.998057,12
294,2,9.286600,-86.413696,5.931080,34.383327,-0.795263,-0.953823,-0.733333,0.998933,12
326,2,12.888600,-84.630203,5.931080,31.500021,-0.715696,-0.934070,-0.733333,0.915165,11
327,2,10.171300,-83.701797,5.931080,34.353310,-0.775720,-0.923788,-0.733333,0.998061,12
329,2,11.094500,-85.495201,7.956090,28.538544,-0.755327,-0.943650,-0.599999,0.829126,10
332,2,11.983200,-82.797302,7.956090,34.357342,-0.735696,-0.913771,-0.599999,0.998178,12
140,2,13.815500,-86.412903,7.956090,34.383308,-0.695222,-0.953814,-0.599999,0.998933,12
167,2,15.623300,-85.494400,5.931080,28.538589,-0.655288,-0.943641,-0.733333,0.829127,10
172,2,17.417400,-84.629402,7.956090,31.500301,-0.615657,-0.934062,-0.599999,0.915173,11
358,2,16.512100,-82.796303,5.931080,34.357689,-0.635655,-0.913760,-0.733333,0.998188,12
361,2,14.700300,-83.700897,7.956090,34.353466,-0.675677,-0.923778,-0.599999,0.998066,12
166,2,18.344299,-86.412201,5.931080,34.383381,-0.595182,-0.953806,-0.733333,0.998935,12
198,2,21.945999,-84.628502,5.931080,31.500355,-0.515622,-0.934052,-0.733333,0.915175,11
199,2,19.229000,-83.699997,5.931080,34.353775,-0.575640,-0.923768,-0.733333,0.998075,12
201,2,20.152000,-85.493599,7.956090,28.538589,-0.555251,-0.943633,-0.599999,0.829127,10
204,2,21.040701,-82.795303,7.956090,34.357903,-0.535620,-0.913749,-0.599999,0.998195,12
653,2,2.009580,-80.990501,5.931080,31.495956,-0.956010,-0.893761,-0.733333,0.915047,11
655,2,0.200463,-81.900398,7.956090,17.181164,-0.995972,-0.903838,-0.599999,0.499162,6
657,2,1.096340,-79.181099,7.956090,25.778412,-0.976183,-0.873721,-0.599999,0.748936,9
679,2,2.904600,-78.274803,5.931080,34.365562,-0.936239,-0.863684,-0.733333,0.998417,12
681,2,3.817990,-80.085197,7.956090,34.364594,-0.916062,-0.883734,-0.599999,0.998389,12
487,2,4.729490,-81.899902,5.931080,34.375450,-0.895928,-0.903832,-0.733333,0.998704,12
492,2,6.538650,-80.989899,7.956090,34.363293,-0.855964,-0.893754,-0.599999,0.998351,12
519,2,8.347090,-80.084503,5.931080,34.364704,-0.816017,-0.883727,-0.733333,0.998392,12
678,2,5.625450,-79.180496,5.931080,34.368225,-0.876136,-0.873715,-0.733333,0.998495,12
713,2,7.433760,-78.274101,7.956090,34.365784,-0.836192,-0.863676,-0.599999,0.998424,12
521,2,9.258530,-81.899101,7.956090,34.375378,-0.795883,-0.903823,-0.599999,0.998702,12
518,2,11.067700,-80.988998,5.931080,34.363422,-0.755919,-0.893744,-0.733333,0.998355,12
524,2,10.154600,-79.179703,7.956090,34.368454,-0.776089,-0.873706,-0.599999,0.998501,12
551,2,11.962900,-78.273003,5.931080,34.365826,-0.736145,-0.863664,-0.733333,0.998425,12
553,2,12.876100,-80.083504,7.956090,34.364891,-0.715973,-0.883716,-0.599999,0.998398,12
359,2,13.787500,-81.898201,5.931080,34.375702,-0.695840,-0.903813,-0.733333,0.998712,12
364,2,15.596600,-80.987900,7.956090,34.363625,-0.655878,-0.893732,-0.599999,0.998361,12
391,2,17.405001,-80.082298,5.931080,34.365158,-0.615931,-0.883702,-0.733333,0.998405,12
550,2,14.683600,-79.178596,5.931080,34.368458,-0.676046,-0.873694,-0.733333,0.998501,12
585,2,16.491800,-78.271797,7.956090,34.365959,-0.636103,-0.863651,-0.599999,0.998429,12
393,2,18.316299,-81.897102,7.956090,34.376114,-0.595801,-0.903801,-0.599999,0.998724,12
390,2,20.125401,-80.986801,5.931080,34.363998,-0.555838,-0.893720,-0.733333,0.998372,12
396,2,19.212400,-79.177299,7.956090,34.368942,-0.576006,-0.873679,-0.599999,0.998515,12
421,2,21.020599,-78.270500,5.931080,34.366268,-0.536064,-0.863636,-0.733333,0.998438,12
423,2,21.933701,-80.081100,7.956090,34.365211,-0.515894,-0.883689,-0.599999,0.998407,12
858,2,0.183582,-77.369598,5.931080,17.183308,-0.996345,-0.853659,-0.733333,0.499224,6
870,2,3.799710,-75.558502,5.931080,34.366089,-0.916466,-0.833601,-0.733333,0.998432,12
871,2,1.078600,-74.653397,5.931080,25.774658,-0.976575,-0.823577,-0.733333,0.748827,9
873,2,1.991560,-76.464203,7.956080,31.498745,-0.956408,-0.843632,-0.600000,0.915128,11
876,2,2.886730,-73.747803,7.956080,34.366104,-0.936634,-0.813547,-0.600000,0.998433,12
684,2,4.712740,-77.369202,7.956080,34.365982,-0.896298,-0.853655,-0.600000,0.998429,12
711,2,6.520780,-76.463600,5.931080,34.366592,-0.856359,-0.843625,-0.733333,0.998447,12
716,2,8.328970,-75.557701,7.956080,34.366222,-0.816417,-0.833592,-0.600000,0.998436,12
902,2,7.416070,-73.747101,5.931080,34.366192,-0.836582,-0.813540,-0.733333,0.998435,12
905,2,5.607880,-74.652802,7.956080,34.366150,-0.876525,-0.823570,-0.600000,0.998434,12
710,2,9.241930,-77.368301,5.931080,34.366302,-0.796250,-0.853645,-0.733333,0.998439,12
742,2,12.858200,-75.556503,5.931080,34.366135,-0.716368,-0.833579,-0.733333,0.998434,12
743,2,10.137200,-74.651802,5.931080,34.366333,-0.776474,-0.823559,-0.733333,0.998440,12
745,2,11.050000,-76.462601,7.956080,34.366776,-0.756310,-0.843614,-0.600000,0.998452,12
748,2,11.945400,-73.745903,7.956080,34.366371,-0.736531,-0.813526,-0.600000,0.998441,12
556,2,13.771000,-77.367203,7.956080,34.366180,-0.696205,-0.853632,-0.600000,0.998435,12
583,2,15.579000,-76.461304,5.931080,34.366886,-0.656267,-0.843600,-0.733333,0.998456,12
588,2,17.387199,-75.555099,7.956080,34.366619,-0.616324,-0.833563,-0.600000,0.998448,12
774,2,16.474501,-73.744400,5.931080,34.366791,-0.636485,-0.813510,-0.733333,0.998453,12
777,2,14.666300,-74.650497,7.956080,34.366386,-0.676428,-0.823545,-0.600000,0.998441,12
582,2,18.299900,-77.365799,5.931080,34.366573,-0.596163,-0.853617,-0.733333,0.998447,12
614,2,21.915899,-75.553497,5.931080,34.366661,-0.516287,-0.833546,-0.733333,0.998449,12
615,2,19.195299,-74.648903,5.931080,34.366627,-0.576384,-0.823527,-0.733333,0.998448,12
617,2,20.107901,-76.459801,7.956080,34.367165,-0.556225,-0.843583,-0.600000,0.998464,12
620,2,21.003401,-73.742699,7.956080,34.366848,-0.536444,-0.813491,-0.600000,0.998455,12
1069,2,1.973750,-71.937103,5.931080,31.498018,-0.956801,-0.793494,-0.733333,0.915107,11
1071,2,0.165581,-72.842598,7.956080,17.182964,-0.996743,-0.803522,-0.600000,0.499214,6
1073,2,1.060740,-70.126503,7.956080,25.774231,-0.976969,-0.773441,-0.600000,0.748815,9
1097,2,3.781970,-71.031601,7.956080,34.365810,-0.916858,-0.783465,-0.600000,0.998424,12
903,2,4.694930,-72.842201,5.931080,34.365898,-0.896691,-0.803518,-0.733333,0.998427,12
908,2,6.503170,-71.936501,7.956080,34.365952,-0.856748,-0.793487,-0.600000,0.998428,12
